lq_month1_emplvl,oty_month1_emplvl_pct_chg,lq_month2_emplvl,oty_month2_emplvl_pct_chg,lq_month3_emplvl,oty_month3_emplvl_pct_chg,lq_qtrly_contributions,oty_qtrly_contributions_pct_chg,lq_avg_wkly_wage,lq_total_qtrly_wages
0.62,-12.7,0.62,1.4,0.64,-2.6,0.0,0.0,1.02,0.64
0.63,-2.7,0.63,-31.8,0.71,-24.8,0.0,0.0,0.99,0.65
0.66,-10.0,0.62,-9.6,0.68,1.4,0.0,0.0,1.0,0.66
0.93,-0.6,0.9,1.3,0.9,0.0,0.0,0.0,1.29,1.17
0.88,-1.3,0.87,0.0,0.85,0.0,0.0,0.0,1.27,1.11
0.86,-1.3,0.88,0.6,0.88,-2.5,0.0,0.0,1.37,1.2
0.88,-4.4,0.86,-5.2,0.86,-7.6,0.0,0.0,1.39,1.2
1.83,-5.4,1.89,-4.4,1.91,-4.8,0.09,-11.6,1.09,2.05
1.84,8.8,1.76,10.8,1.78,11.5,0.04,119.2,1.08,1.93
1.61,-2.9,1.6,-3.6,1.77,-1.6,0.03,130.0,1.04,1.73
1.85,0.1,1.88,-2.4,1.97,0.8,0.01,-50.0,1.01,1.93
0.78,-6.6,0.77,-6.1,0.77,-5.5,0.83,14.1,0.97,0.75
0.79,21.2,0.8,11.2,0.81,5.9,0.8,29.9,0.99,0.79
0.84,5.6,0.83,4.6,0.79,1.4,0.88,2.9,0.97,0.8
0.77,1.3,0.77,1.9,0.76,2.4,0.83,24.3,1.01,0.77
0.24,4.8,0.23,2.9,0.23,4.1,0.0,0.0,0.92,0.21
0.22,0.8,0.22,-2.4,0.22,-1.9,0.0,0.0,0.86,0.19
0.23,8.2,0.23,-24.3,0.23,-17.3,0.0,0.0,0.83,0.19
0.23,-7.8,0.23,-0.4,0.24,0.0,0.0,0.0,0.88,0.21
0.08,-5.3,0.08,-4.5,0.08,-3.9,0.0,0.0,0.71,0.06
0.08,-0.7,0.08,4.3,0.07,15.3,0.0,0.0,0.74,0.06
0.07,3.3,0.07,1.6,0.08,8.3,0.0,0.0,0.73,0.06
0.08,-3.4,0.08,-4.1,0.08,-3.4,0.0,0.0,0.7,0.06
0.85,-6.0,0.88,-5.6,0.87,-4.6,0.0,0.0,1.05,0.91
0.88,2.5,0.84,7.3,0.88,3.4,0.0,0.0,1.05,0.91
0.82,6.1,0.75,-1.3,0.82,-1.1,0.0,0.0,1.07,0.86
0.83,-5.0,0.84,-7.3,0.83,-5.9,0.0,0.0,0.97,0.81
0.85,-3.4,0.84,-2.9,0.84,-1.7,0.74,-11.7,0.92,0.78
0.84,18.8,0.84,10.4,0.84,4.5,0.8,3.8,0.93,0.78
0.84,4.4,0.85,3.7,0.84,2.0,0.87,6.8,0.93,0.79
0.84,1.4,0.83,1.8,0.83,0.5,0.89,3.4,0.91,0.76
0.16,0.8,0.16,0.4,0.16,1.2,0.0,0.0,0.79,0.12
0.16,-1.1,0.16,-2.9,0.16,-3.3,0.0,0.0,0.8,0.13
0.15,-2.0,0.16,-28.8,0.16,-22.1,0.0,0.0,0.78,0.12
0.16,-10.1,0.16,-2.7,0.16,-3.5,0.0,0.0,0.82,0.13
0.16,16.6,0.16,16.4,0.16,17.6,0.0,0.0,0.76,0.12
0.16,9.2,0.16,8.3,0.16,9.3,0.0,0.0,0.76,0.12
0.17,0.2,0.17,1.8,0.17,4.2,0.0,0.0,0.82,0.14
0.17,-0.4,0.16,-1.1,0.17,0.9,0.0,0.0,0.81,0.13
0.65,-0.5,0.65,-2.9,0.65,-1.7,0.0,-9.5,0.94,0.61
0.66,5.2,0.65,10.6,0.66,13.7,0.0,-77.8,1.03,0.67
0.57,10.0,0.56,3.2,0.64,0.8,0.0,-89.3,0.89,0.53
0.65,0.4,0.65,-0.6,0.65,-0.4,0.0,-37.9,0.93,0.6
0.98,-4.9,0.98,-4.7,0.97,-3.5,0.76,-16.7,0.94,0.91
0.97,16.5,0.97,12.4,0.97,5.6,0.78,10.5,0.94,0.92
0.97,3.9,0.97,3.2,0.96,1.8,0.85,4.0,0.95,0.92
0.96,2.9,0.96,3.5,0.96,2.8,0.92,5.7,0.96,0.92
0.33,2.5,0.33,1.7,0.35,6.6,0.0,0.0,1.01,0.34
0.35,4.8,0.34,4.0,0.33,3.2,0.0,0.0,0.93,0.32
0.34,5.7,0.33,-28.4,0.34,-24.2,0.0,0.0,0.86,0.29
0.35,-10.7,0.34,-5.6,0.34,-9.1,0.0,0.0,0.92,0.31
1.31,-6.7,1.36,-4.6,1.37,-4.9,0.0,0.0,1.11,1.49
1.39,8.7,1.33,11.4,1.38,11.9,0.0,0.0,0.94,1.29
1.33,8.0,1.29,2.7,1.32,2.6,0.0,0.0,1.06,1.39
1.36,1.0,1.41,-3.6,1.44,2.2,0.0,0.0,1.01,1.41
0.64,-3.8,0.64,-3.2,0.64,-1.6,0.52,-3.1,0.75,0.48
0.65,19.9,0.66,11.3,0.66,4.2,0.68,19.2,0.74,0.49
0.67,3.6,0.67,2.5,0.66,1.5,0.76,6.2,0.75,0.5
0.65,0.6,0.64,0.8,0.63,-0.4,0.77,-0.4,0.76,0.48
0.4,2.2,0.39,4.8,0.37,-16.0,0.0,0.0,1.1,0.42
0.35,-8.7,0.36,-17.6,0.33,-23.1,0.0,0.0,1.08,0.37
0.35,-14.3,0.34,-52.9,0.33,-48.1,0.0,0.0,1.12,0.38
0.36,-27.1,0.34,-15.2,0.34,-13.0,0.0,0.0,1.15,0.4
0.77,-2.1,0.77,-1.4,0.77,1.3,0.69,-16.0,0.86,0.66
0.73,19.3,0.75,9.9,0.74,5.0,0.7,3.9,0.89,0.66
0.76,7.1,0.75,7.5,0.72,4.3,0.53,0.5,0.89,0.66
0.7,4.0,0.71,2.4,0.73,2.6,0.61,-6.6,0.89,0.63
0.22,-3.8,0.22,-7.0,0.22,-6.2,0.0,0.0,0.91,0.2
0.22,-6.4,0.23,-5.2,0.22,-7.9,0.0,0.0,0.84,0.19
0.22,-4.3,0.22,-24.9,0.22,-17.8,0.0,0.0,0.81,0.18
0.23,-10.2,0.23,-3.2,0.23,-2.2,0.0,0.0,0.87,0.2
1.29,-1.1,1.28,-1.3,1.27,-1.3,0.0,0.0,1.05,1.35
1.27,-1.1,1.27,1.9,1.07,15.0,0.0,0.0,1.14,1.37
1.13,3.8,1.18,2.3,1.29,4.2,0.0,0.0,0.97,1.17
1.3,0.0,1.31,-0.7,1.31,-1.3,0.0,0.0,1.09,1.43
0.83,-3.7,0.83,-4.0,0.83,-3.0,0.63,-9.1,0.91,0.76
0.82,15.5,0.82,9.7,0.82,3.8,0.71,16.9,0.91,0.75
0.81,2.6,0.82,1.3,0.82,0.2,0.67,8.8,0.89,0.73
0.82,1.0,0.82,1.1,0.82,1.1,0.69,10.5,0.92,0.75
0.24,-4.9,0.25,-1.1,0.25,-3.8,0.0,0.0,0.96,0.24
0.24,-6.5,0.25,-2.7,0.24,0.0,0.0,0.0,0.9,0.22
0.24,-1.1,0.24,-24.1,0.23,-20.1,0.0,0.0,0.86,0.21
0.24,-7.5,0.23,-5.9,0.24,-7.3,0.0,0.0,1.01,0.24
0.19,-2.3,0.19,-3.1,0.2,-2.2,0.0,0.0,1.04,0.2
0.19,0.0,0.19,-0.9,0.18,6.7,0.0,0.0,1.0,0.19
0.19,3.3,0.19,2.9,0.19,0.5,0.0,0.0,0.99,0.19
0.19,-1.4,0.2,0.5,0.2,0.0,0.0,0.0,1.05,0.2
1.01,-3.5,1.01,-3.0,1.01,-2.6,0.77,-11.5,0.97,0.98
1.0,12.8,1.01,8.8,1.0,4.7,0.83,11.0,0.97,0.98
1.01,2.9,1.01,2.5,1.0,1.2,0.9,1.1,1.0,1.01
0.99,0.3,0.99,0.2,0.99,1.0,0.92,-1.0,0.99,0.98
0.68,19.1,0.69,20.4,0.68,20.2,0.0,0.0,0.7,0.48
0.7,24.5,0.69,24.0,0.68,22.8,0.0,0.0,0.74,0.51
0.69,25.2,0.68,22.6,0.68,23.9,0.0,0.0,0.72,0.49
0.65,13.3,0.64,13.4,0.64,12.4,0.0,0.0,0.79,0.51
0.37,135.2,0.36,133.0,0.34,118.7,0.0,0.0,0.49,0.17
0.32,106.7,0.31,54.2,0.3,23.7,0.0,0.0,0.55,0.17
0.28,12.8,0.27,6.0,0.37,60.0,0.0,0.0,0.6,0.18
0.35,23.7,0.34,14.5,0.33,6.9,0.0,0.0,0.69,0.23
0.0,38.9,0.0,23.8,0.0,13.0,0.0,0.0,0.63,0.0
0.01,166.7,0.01,147.4,0.01,194.1,0.0,100.0,0.96,0.01
0.02,361.9,0.02,376.2,0.01,330.4,0.03,100.0,0.9,0.01
0.02,362.9,0.02,390.9,0.02,379.4,0.0,0.0,0.82,0.02
1.4,1.1,1.4,1.5,1.41,-0.1,0.0,0.0,1.12,1.57
1.42,-0.5,1.51,2.9,1.52,0.0,0.0,0.0,1.02,1.51
1.54,0.3,1.53,-6.6,1.51,-8.1,0.0,0.0,1.03,1.57
1.48,-4.7,1.43,-1.3,1.41,-2.7,0.0,0.0,1.03,1.49
1.51,-1.2,1.5,-0.9,1.5,-0.8,0.04,463.4,1.18,1.77
1.47,-4.0,1.48,-1.4,1.51,-0.3,0.01,429.1,1.09,1.63
1.54,0.0,1.47,-3.6,1.47,-1.2,0.0,-41.7,1.03,1.54
1.47,-1.6,1.49,-2.0,1.49,-2.5,0.0,385.2,1.0,1.48
1.78,-2.7,1.81,-2.9,1.81,-2.6,4.43,155.2,1.15,2.07
1.79,2.0,1.76,5.8,1.74,6.9,4.77,132.9,1.07,1.89
1.71,3.7,1.7,1.5,1.7,-0.4,4.1,161.0,1.1,1.87
1.76,0.0,1.79,-0.5,1.78,-0.7,3.49,104.7,1.05,1.86
0.82,-3.5,0.82,-2.5,0.82,-1.6,0.82,157.0,0.87,0.71
0.81,13.2,0.82,10.5,0.82,8.7,0.82,182.4,0.89,0.72
0.83,6.9,0.83,5.5,0.82,4.5,0.85,171.1,0.89,0.74
0.81,3.6,0.81,4.0,0.81,4.2,0.83,174.5,0.93,0.75
0.53,-7.8,0.55,1.2,0.54,-5.0,0.0,0.0,1.13,0.61
0.56,-1.1,0.61,-4.5,0.68,0.0,0.0,0.0,0.94,0.58
0.7,1.3,0.7,-26.5,0.64,-25.9,0.0,0.0,1.04,0.71
0.62,-13.8,0.58,0.0,0.54,-0.6,0.0,0.0,1.12,0.65
7.3,-0.5,7.21,1.9,7.25,1.8,0.12,257.7,1.38,10.01
6.85,-8.5,7.33,2.4,7.99,5.6,0.07,442.9,1.31,9.69
8.06,7.9,7.36,-4.1,7.4,3.5,0.04,100.0,1.2,9.16
0.81,-1.3,0.81,-1.1,0.81,0.8,1.07,216.1,0.84,0.69
0.83,16.6,0.81,13.2,0.78,7.3,1.02,223.4,0.87,0.7
0.79,7.5,0.81,6.0,0.82,6.8,1.02,218.9,0.87,0.71
0.83,7.0,0.83,7.8,0.83,7.6,1.02,207.8,0.9,0.75
0.96,2.6,0.94,-2.6,0.99,-1.2,0.0,0.0,1.04,1.01
0.98,-5.8,1.22,-1.9,1.42,7.9,0.0,0.0,0.92,1.11
1.37,2.7,1.39,-11.0,1.33,-16.2,0.0,0.0,1.36,1.86
1.13,-8.2,1.05,-4.5,1.04,-1.2,0.0,0.0,1.08,1.16
1.3,0.0,1.27,-2.4,1.25,-4.7,0.0,0.0,1.25,1.59
1.2,-4.8,1.21,-6.4,1.19,-8.0,0.0,0.0,1.03,1.23
1.23,-7.5,1.27,-4.2,1.28,-0.6,0.0,0.0,0.98,1.23
1.23,-4.8,1.19,-8.0,1.2,-11.3,0.0,0.0,1.06,1.28
0.48,8.4,0.48,6.3,0.48,7.0,0.47,117.0,0.76,0.37
0.49,13.4,0.49,5.0,0.51,6.0,0.57,70.9,0.75,0.37
0.52,3.8,0.51,3.0,0.5,0.9,0.71,44.2,0.8,0.41
0.48,-1.2,0.48,3.3,0.49,8.2,0.62,52.5,0.8,0.39
0.19,3.5,0.2,7.1,0.2,4.5,0.0,0.0,0.93,0.19
0.19,0.0,0.2,4.7,0.2,-7.2,0.0,0.0,0.9,0.18
0.21,1.1,0.2,-26.8,0.2,-24.8,0.0,0.0,0.82,0.17
0.2,-15.4,0.19,2.4,0.18,-5.7,0.0,0.0,0.98,0.19
0.26,-1.1,0.26,-1.1,0.26,-2.1,0.0,0.0,0.95,0.25
0.26,-3.1,0.26,-3.2,0.26,-1.6,0.0,0.0,0.89,0.23
0.26,-4.3,0.25,-2.2,0.25,0.0,0.0,0.0,0.83,0.21
0.25,-1.1,0.26,4.0,0.25,2.9,0.0,0.0,0.84,0.21
1.97,-2.6,1.99,-2.7,1.98,-2.9,0.28,71.4,1.09,2.16
1.95,-0.5,1.93,2.9,1.97,3.2,0.45,62.7,0.97,1.89
1.97,-2.8,1.92,-4.2,1.89,-3.4,0.55,100.4,1.11,2.13
1.89,-2.7,1.88,-2.8,1.88,-3.4,0.22,190.1,1.09,2.05
0.71,-6.7,0.71,-6.0,0.71,-5.2,0.59,139.1,0.77,0.55
0.71,6.5,0.71,3.3,0.71,2.1,0.7,168.1,0.82,0.58
0.71,2.0,0.71,0.9,0.71,2.0,0.76,186.2,0.79,0.56
0.7,1.0,0.7,1.7,0.7,1.8,0.62,194.3,0.8,0.55
1.27,4.4,1.29,2.5,1.3,4.3,0.0,0.0,0.86,1.11
1.24,-4.6,1.23,0.6,1.27,-4.9,0.0,0.0,0.87,1.08
1.37,-2.9,1.31,-8.1,1.25,-16.3,0.0,0.0,1.0,1.31
1.37,-10.2,1.33,-5.2,1.32,-9.6,0.0,0.0,1.05,1.4
1.93,-0.3,1.93,0.8,1.9,-2.5,0.0,0.0,1.12,2.16
1.81,-5.1,1.7,-6.3,1.59,-6.6,0.0,0.0,1.05,1.78
1.69,-8.3,1.63,-6.3,1.63,-8.0,0.0,0.0,1.04,1.71
1.8,-6.3,1.85,-8.3,1.87,-9.3,0.0,0.0,1.11,2.04
0.66,-4.3,0.67,-0.2,0.68,2.4,0.54,187.9,0.59,0.4
0.67,12.0,0.65,14.7,0.66,14.6,0.35,226.9,0.62,0.41
0.7,8.3,0.68,7.3,0.67,4.3,0.41,213.7,0.7,0.48
0.71,3.2,0.69,4.0,0.69,2.4,0.92,239.4,0.72,0.5
0.48,-3.5,0.51,9.6,0.5,3.7,0.0,0.0,0.87,0.43
0.55,10.5,0.54,3.3,0.62,2.8,0.0,0.0,0.75,0.43
0.65,0.0,0.62,-20.2,0.54,-21.2,0.0,0.0,0.92,0.55
0.49,-16.2,0.47,-1.8,0.47,1.9,0.0,0.0,0.86,0.41
0.66,-2.5,0.65,-3.3,0.7,5.1,0.0,0.0,1.05,0.7
0.69,3.3,0.7,4.0,0.73,6.3,0.0,0.0,0.85,0.6
0.76,6.3,0.74,4.8,0.68,1.6,0.0,0.0,0.86,0.62
0.64,0.8,0.63,0.0,0.66,2.5,0.0,0.0,0.82,0.53
2.64,2.3,2.68,1.7,2.7,0.3,0.58,132.5,1.22,3.27
2.62,10.1,2.61,11.2,2.62,9.2,0.86,195.0,1.14,2.98
2.44,4.5,2.42,2.3,2.48,-1.5,1.39,189.4,1.26,3.09
2.47,-0.1,2.46,0.1,2.47,-2.1,1.07,228.6,1.12,2.75
0.61,-15.2,0.62,-13.5,0.61,-16.3,0.59,58.3,0.78,0.48
0.59,-6.6,0.6,-1.8,0.6,-1.5,0.59,113.7,0.8,0.48
0.63,3.2,0.63,5.9,0.62,5.6,0.69,162.7,0.78,0.49
0.6,4.5,0.59,4.9,0.6,5.8,0.58,162.2,0.78,0.47
1.31,-1.6,1.34,14.8,1.45,15.5,0.0,0.0,0.95,1.29
1.43,7.8,1.74,10.0,1.69,2.3,0.0,0.0,0.86,1.39
1.91,6.7,1.82,0.0,1.69,-2.3,0.0,0.0,0.94,1.69
1.42,-15.9,1.46,9.4,1.28,-4.8,0.0,0.0,0.92,1.27
0.95,0.0,0.93,0.0,0.91,0.0,0.0,0.0,0.88,0.81
0.51,-7.3,0.5,-11.0,0.5,-11.5,0.39,47.5,0.87,0.44
0.52,-1.5,0.54,-4.9,0.56,-3.5,0.38,44.0,0.8,0.43
0.61,-2.7,0.59,-2.4,0.54,-2.2,0.58,148.9,0.84,0.49
0.55,2.3,0.53,4.7,0.52,1.6,0.52,109.1,0.91,0.49
1.37,3.1,1.38,3.3,1.36,-2.7,0.0,0.0,1.36,1.86
1.37,-4.3,1.47,1.2,1.48,-6.0,0.0,0.0,1.2,1.73
1.56,-1.3,1.48,-14.0,1.43,-15.5,0.0,0.0,1.28,1.91
1.42,-9.8,1.37,-5.0,1.35,-8.1,0.0,0.0,1.27,1.75
1.45,2.3,1.44,1.2,1.41,-0.4,0.0,0.0,1.22,1.74
1.42,-1.3,1.41,-2.8,1.43,-1.2,0.0,0.0,1.13,1.6
1.47,-3.0,1.42,-3.6,1.4,-4.2,0.0,0.0,1.1,1.58
1.37,-5.8,1.39,-3.8,1.41,-6.0,0.0,0.0,1.12,1.56
0.77,-2.5,0.76,-2.8,0.76,-2.3,0.68,164.3,0.85,0.65
0.75,5.5,0.75,5.3,0.76,7.9,0.62,165.8,0.87,0.66
0.79,5.7,0.77,3.9,0.76,3.2,0.63,169.2,0.9,0.69
0.75,1.4,0.75,2.9,0.74,2.3,0.66,167.2,0.92,0.68
0.77,1.6,0.72,-1.7,0.76,1.6,0.0,0.0,1.02,0.76
0.76,0.0,0.84,-6.8,0.89,-1.4,0.0,0.0,0.9,0.75
0.94,4.2,0.95,-11.8,0.79,-28.4,0.0,0.0,0.85,0.76
0.75,-15.7,0.75,-1.7,0.81,3.2,0.0,0.0,1.0,0.77
3.11,-5.1,3.03,-4.2,3.0,-4.4,0.0,0.0,1.4,4.26
3.02,-5.1,3.07,-5.1,3.12,-4.8,0.0,0.0,1.18,3.62
3.21,-3.6,3.2,-3.0,3.13,-1.5,0.0,0.0,1.13,3.6
3.1,-1.3,3.07,-3.3,2.99,-5.6,0.0,0.0,1.24,3.78
2.07,-5.9,2.18,-8.3,2.2,-8.1,1.15,442.5,1.22,2.64
2.22,-3.7,2.23,1.3,2.24,5.5,1.21,385.1,1.13,2.51
2.2,-1.2,2.22,-0.8,2.16,-1.8,1.16,351.9,1.1,2.4
2.17,-0.6,2.23,1.3,2.23,1.6,0.28,352.7,1.08,2.39
0.82,-1.3,0.81,0.8,0.81,1.8,0.94,192.8,0.93,0.76
0.79,7.2,0.79,3.6,0.8,3.7,0.89,178.7,0.96,0.77
0.81,4.6,0.8,2.6,0.8,2.1,0.85,174.6,0.98,0.79
0.8,2.0,0.8,2.0,0.8,2.3,0.81,181.9,0.99,0.79
0.43,6.7,0.37,7.7,0.41,-25.0,0.0,0.0,1.03,0.41
0.37,-30.0,0.4,-28.6,0.38,-21.1,0.0,0.0,1.05,0.4
0.41,0.0,0.45,-34.6,0.46,-34.6,0.0,0.0,0.89,0.39
0.43,6.7,0.41,0.0,0.41,-6.2,0.0,0.0,0.99,0.41
1.24,-1.4,1.22,-1.4,1.22,-2.7,0.0,0.0,1.24,1.51
1.24,1.4,1.23,-5.1,1.28,-1.2,0.0,0.0,1.11,1.38
1.34,-3.6,1.37,1.3,1.38,2.6,0.0,0.0,0.98,1.33
1.31,1.3,1.31,0.0,1.26,-4.0,0.0,0.0,1.05,1.36
0.68,0.5,0.69,2.9,0.69,1.8,0.73,194.9,0.74,0.51
0.7,17.3,0.7,9.5,0.72,12.4,0.83,175.5,0.79,0.56
0.73,7.2,0.72,3.2,0.7,2.0,0.94,242.1,0.79,0.57
0.69,3.4,0.7,3.3,0.69,1.8,0.87,195.6,0.8,0.55
2.03,3.4,2.02,6.0,2.02,3.4,0.0,0.0,1.26,2.54
2.04,4.2,2.1,4.7,2.1,3.6,0.0,0.0,1.21,2.51
2.09,-3.5,2.22,-6.0,2.1,-9.4,0.0,0.0,1.34,2.86
2.03,-6.0,1.9,-9.3,1.87,-7.3,0.0,0.0,1.27,2.46
1.13,-1.8,1.09,-1.9,1.09,-3.6,0.0,0.0,1.2,1.32
1.08,-1.9,1.03,-6.3,0.97,-4.6,0.0,0.0,1.09,1.12
1.01,-3.7,1.06,-2.8,1.04,-3.7,0.0,0.0,1.1,1.14
1.04,-2.8,1.05,-6.4,1.07,-8.0,0.0,0.0,1.13,1.2
2.59,1.4,2.62,4.1,2.6,2.9,1.31,295.3,1.41,3.68
2.55,3.6,2.44,6.9,2.4,3.4,1.48,230.0,1.34,3.29
2.35,3.4,2.02,-7.9,2.37,0.5,1.58,242.8,1.2,2.69
2.37,-4.6,2.42,-2.4,2.43,-4.4,1.42,455.7,1.3,3.13
0.72,-2.1,0.73,1.3,0.73,5.8,0.74,136.5,0.77,0.56
0.73,13.9,0.74,12.9,0.76,9.6,0.82,132.3,0.78,0.58
0.77,8.1,0.8,7.9,0.75,7.1,0.83,165.3,0.83,0.65
0.75,4.3,0.75,7.7,0.74,7.3,0.85,180.6,0.82,0.61
3.02,0.4,3.0,0.3,2.99,-0.4,0.0,0.0,1.19,3.57
2.97,1.5,2.98,0.1,2.94,0.1,0.0,0.0,1.1,3.26
2.91,-1.0,2.92,-3.8,2.93,-4.7,0.0,0.0,1.04,3.03
2.95,-4.5,2.93,-4.3,2.95,-5.0,0.0,0.0,1.12,3.31
2.65,-1.1,2.61,-2.6,2.64,-1.4,0.1,409.0,1.29,3.38
2.62,-1.3,2.6,-2.4,2.62,-2.6,0.03,632.0,1.15,3.02
2.62,-3.5,2.59,-4.3,2.54,-4.2,0.0,-100.0,1.08,2.79
2.55,-3.8,2.56,-3.5,2.58,-3.9,0.0,-100.0,1.1,2.82
1.59,-4.2,1.6,-4.2,1.61,-3.8,0.41,225.8,1.26,2.01
1.59,-1.1,1.59,1.0,1.6,7.3,0.35,217.0,1.12,1.79
1.72,2.8,1.68,3.3,1.58,1.0,0.22,277.9,1.14,1.9
1.63,2.8,1.62,2.3,1.63,2.7,0.23,285.9,1.17,1.9
0.86,-1.5,0.86,-0.2,0.86,1.1,1.04,199.7,0.87,0.75
0.85,14.7,0.86,10.2,0.85,6.5,0.95,214.1,0.89,0.75
0.84,4.6,0.83,3.1,0.83,2.5,0.83,205.2,0.89,0.75
0.83,2.4,0.84,2.7,0.84,2.6,0.89,199.1,0.88,0.73
0.75,-2.0,0.75,1.0,0.79,6.1,0.0,0.0,0.89,0.67
0.77,-7.2,0.82,-5.8,0.98,-1.4,0.0,0.0,0.76,0.65
1.02,0.7,0.96,-20.5,0.89,-22.4,0.0,0.0,0.96,0.92
0.83,-14.2,0.81,1.9,0.74,-4.0,0.0,0.0,0.93,0.74
0.53,-2.6,0.52,-0.9,0.52,-0.9,0.0,0.0,1.03,0.54
0.54,4.5,0.5,0.9,0.49,1.9,0.0,0.0,0.89,0.45
0.52,2.9,0.51,2.9,0.51,6.9,0.0,0.0,0.93,0.48
0.51,4.9,0.54,6.7,0.54,2.8,0.0,0.0,0.91,0.49
2.66,-2.8,2.65,-4.2,2.64,-4.1,18.34,674.4,1.16,3.07
2.6,0.1,2.54,4.3,2.55,5.0,12.99,817.7,1.08,2.78
2.1,-0.8,2.02,1.4,2.48,-2.6,11.05,710.4,1.19,2.63
2.55,-3.4,2.57,-4.3,2.6,-4.4,9.09,595.8,1.22,3.13
0.65,1.8,0.65,3.3,0.65,3.6,0.62,237.8,0.83,0.54
0.65,10.5,0.65,6.9,0.65,6.2,0.6,216.5,0.94,0.61
0.7,4.2,0.69,2.6,0.66,2.5,0.59,171.4,0.8,0.55
0.65,1.6,0.65,3.3,0.65,5.2,0.66,220.0,0.82,0.53
0.9,1.4,0.92,-0.5,0.9,-4.9,0.0,0.0,1.25,1.13
0.89,-5.7,0.92,-2.6,0.92,-3.7,0.0,0.0,1.17,1.06
0.92,-6.1,0.91,-16.8,0.92,-15.5,0.0,0.0,1.12,1.03
0.92,-7.8,0.93,1.2,0.93,0.6,0.0,0.0,1.15,1.06
0.62,0.4,0.61,1.3,0.61,0.6,0.0,0.0,1.23,0.76
0.6,-1.7,0.61,-0.7,0.63,1.4,0.0,0.0,1.13,0.69
0.63,1.3,0.63,0.8,0.62,2.9,0.0,0.0,1.03,0.65
0.61,2.5,0.61,1.8,0.62,3.0,0.0,0.0,1.03,0.63
1.2,-0.5,1.21,-0.4,1.22,0.0,2.99,165.2,1.19,1.44
1.19,0.9,1.19,7.5,1.24,7.8,3.29,167.6,1.04,1.25
1.31,11.4,1.25,0.8,1.16,-0.4,2.35,219.6,1.07,1.32
1.19,0.8,1.19,0.1,1.2,0.5,1.72,248.4,0.99,1.19
0.98,-6.3,0.99,-5.7,0.98,-4.8,0.9,123.5,0.91,0.89
0.98,10.5,0.98,6.9,0.97,5.1,0.88,147.3,0.94,0.91
0.96,3.2,0.97,3.2,0.97,3.4,0.87,145.8,0.93,0.9
0.97,2.4,0.97,3.2,0.97,3.7,0.88,168.8,0.95,0.91
0.46,-33.3,0.59,0.0,0.59,11.1,0.0,0.0,1.2,0.65
0.69,20.0,0.65,37.5,0.62,0.0,0.0,0.0,0.9,0.58
0.74,-7.7,0.74,20.0,0.82,55.6,0.0,0.0,0.86,0.66
0.72,20.0,0.85,75.0,0.93,25.0,0.0,0.0,0.89,0.75
3.48,-4.0,3.38,-8.9,3.37,-10.8,0.0,0.0,1.5,5.12
3.26,-6.2,3.26,-12.0,3.23,-12.6,0.0,0.0,1.16,3.77
3.52,-9.3,3.44,-9.5,3.19,-7.5,0.0,0.0,1.23,4.16
4.07,0.0,3.91,0.0,4.16,0.0,0.39,0.0,1.16,4.69
0.56,3.4,0.56,2.2,0.54,-4.5,1.06,145.3,0.74,0.41
0.56,8.3,0.55,3.7,0.56,8.5,1.06,165.6,0.72,0.4
0.6,5.4,0.6,5.1,0.53,-3.0,0.78,145.7,0.81,0.47
0.54,-5.7,0.53,-5.8,0.53,-5.9,0.91,94.8,0.78,0.42
2.39,3.1,2.4,2.0,2.49,0.8,0.0,0.0,1.23,2.97
2.46,-1.7,3.15,13.9,3.2,6.1,0.0,0.0,1.06,3.14
3.16,3.4,3.23,0.4,3.2,-2.5,0.0,0.0,1.12,3.57
3.05,-2.3,2.56,5.7,2.61,2.1,0.0,0.0,1.11,3.03
0.49,-3.0,0.48,-2.5,0.49,-1.0,0.56,595.6,1.23,0.6
0.47,-1.5,0.46,-1.0,0.46,0.9,0.06,266.7,1.2,0.56
0.45,-0.9,0.44,-4.8,0.44,-5.7,0.01,-4.5,1.18,0.52
0.46,0.0,0.49,0.0,0.49,2.7,0.08,792.9,1.09,0.52
1.95,-2.9,1.98,-3.0,1.96,-4.0,0.88,84.4,1.28,2.51
1.91,5.9,1.77,6.9,1.68,5.0,0.93,89.2,1.23,2.19
1.62,-1.3,1.57,-2.0,1.68,0.9,0.54,63.0,1.26,2.05
1.83,-0.9,1.94,-0.2,1.96,-1.7,0.67,252.6,1.2,2.29
0.84,-0.5,0.84,2.2,0.84,3.2,0.91,146.8,0.89,0.75
0.85,22.4,0.86,25.2,0.89,17.2,0.95,170.3,0.89,0.77
0.9,13.9,0.9,11.1,0.88,9.1,1.04,144.2,0.9,0.81
0.85,4.9,0.84,6.3,0.84,5.3,0.95,137.7,0.91,0.77
1.78,16.5,1.78,19.0,1.79,13.3,0.0,0.0,1.06,1.89
1.83,8.8,1.74,-0.8,1.69,-1.7,0.0,0.0,0.89,1.56
1.86,9.8,1.98,3.3,1.78,-8.5,0.0,0.0,1.08,2.03
1.8,-5.7,1.79,-5.7,1.87,-0.8,0.0,0.0,1.0,1.81
1.62,4.9,1.62,8.2,1.65,5.4,0.0,0.0,1.13,1.83
1.62,4.8,1.65,0.0,1.72,-0.5,0.0,0.0,0.98,1.63
1.85,0.5,1.86,4.0,1.73,2.8,0.0,0.0,0.93,1.68
